Date,Year,Month,Value
196406,1964,Jun,-0.75
196407,1964,Jul,-1.07
196408,1964,Aug,-1.53
196409,1964,Sep,-1.36
196410,1964,Oct,-0.66
196411,1964,Nov,-0.65
196412,1964,Dec,-0.62
196501,1965,Jan,-0.99
196502,1965,Feb,-0.65
196503,1965,Mar,-0.22
196504,1965,Apr,-0.11
196505,1965,May,-0.67
196506,1965,Jun,-0.8
196507,1965,Jul,-0.72
196508,1965,Aug,0.3
196509,1965,Sep,0.78
196510,1965,Oct,0.33
196511,1965,Nov,0.43
196512,1965,Dec,0.28
196601,1966,Jan,-0.72
196602,1966,Feb,-0.49
196603,1966,Mar,-1
196604,1966,Apr,-0.37
196605,1966,May,-0.68
196606,1966,Jun,0.04
196607,1966,Jul,-0.1
196608,1966,Aug,-0.43
196609,1966,Sep,-0.5
196610,1966,Oct,-0.7
196611,1966,Nov,-0.79
196612,1966,Dec,-0.24
196701,1967,Jan,-0.27
196702,1967,Feb,-0.29
196703,1967,Mar,-0.82
196704,1967,Apr,-1.13
196705,1967,May,-1.6
196706,1967,Jun,-1.25
196707,1967,Jul,-1.22
196708,1967,Aug,-1.63
196709,1967,Sep,-0.69
196710,1967,Oct,-0.17
196711,1967,Nov,0.29
196712,1967,Dec,-0.72
196801,1968,Jan,-0.66
196802,1968,Feb,-0.26
196803,1968,Mar,-0.03
196804,1968,Apr,-0.78
196805,1968,May,-0.76
196806,1968,Jun,0.14
196807,1968,Jul,0.41
196808,1968,Aug,-0.03
196809,1968,Sep,0.26
196810,1968,Oct,-0.22
196811,1968,Nov,0
196812,1968,Dec,-0.32
196901,1969,Jan,-0.75
196902,1969,Feb,-1.25
196903,1969,Mar,-1.23
196904,1969,Apr,-1.08
196905,1969,May,-1.02
196906,1969,Jun,0.81
196907,1969,Jul,-0.49
196908,1969,Aug,-1.06
196909,1969,Sep,-1.19
196910,1969,Oct,0.87
196911,1969,Nov,0.58
196912,1969,Dec,1.08
197001,1970,Jan,1.03
197002,1970,Feb,0.97
197003,1970,Mar,1.18
197004,1970,Apr,0.31
197005,1970,May,-0.84
197006,1970,Jun,-0.04
197007,1970,Jul,-0.97
197008,1970,Aug,-1.83
197009,1970,Sep,-1.72
197010,1970,Oct,-1.19
197011,1970,Nov,-0.94
197012,1970,Dec,-0.95
197101,1971,Jan,-1.32
197102,1971,Feb,-1.53
197103,1971,Mar,-1.64
197104,1971,Apr,-1.74
197105,1971,May,-1.72
197106,1971,Jun,-1.69
197107,1971,Jul,-2.29
197108,1971,Aug,-0.42
197109,1971,Sep,-0.23
197110,1971,Oct,-0.44
197111,1971,Nov,-1.32
197112,1971,Dec,-1.77
197201,1972,Jan,-2.12
197202,1972,Feb,-1.99
197203,1972,Mar,-1.61
197204,1972,Apr,-1.76
197205,1972,May,-2.16
197206,1972,Jun,-1.88
197207,1972,Jul,-1.55
197208,1972,Aug,-0.22
197209,1972,Sep,-0.13
197210,1972,Oct,-0.16
197211,1972,Nov,-0.04
197212,1972,Dec,-0.4
197301,1973,Jan,-0.22
197302,1973,Feb,-0.59
197303,1973,Mar,-0.89
197304,1973,Apr,-1.4
197305,1973,May,-1.63
197306,1973,Jun,-1.45
197307,1973,Jul,-1.42
197308,1973,Aug,-1.64
197309,1973,Sep,-1.14
197310,1973,Oct,-1.37
197311,1973,Nov,-1.5
197312,1973,Dec,-0.96
197401,1974,Jan,-0.92
197402,1974,Feb,-1.39
197403,1974,Mar,-1.29
197404,1974,Apr,-0.7
197405,1974,May,-0.78
197406,1974,Jun,-0.5
197407,1974,Jul,-0.15
197408,1974,Aug,-0.33
197409,1974,Sep,0.6
197410,1974,Oct,0.08
197411,1974,Nov,0.57
197412,1974,Dec,0.31
197501,1975,Jan,-0.66
197502,1975,Feb,-1.01
197503,1975,Mar,-1.15
197504,1975,Apr,-1.85
197505,1975,May,-2.04
197506,1975,Jun,-1.69
197507,1975,Jul,-0.98
197508,1975,Aug,-1.65
197509,1975,Sep,-1.67
197510,1975,Oct,-1.63
197511,1975,Nov,-1.74
197512,1975,Dec,-1.46
197601,1976,Jan,-1.1
197602,1976,Feb,-1.05
197603,1976,Mar,-1.35
197604,1976,Apr,-1.4
197605,1976,May,-1.14
197606,1976,Jun,-1.26
197607,1976,Jul,0.26
197608,1976,Aug,0.92
197609,1976,Sep,0.53
197610,1976,Oct,1.07
197611,1976,Nov,1.31
197612,1976,Dec,1.2
197701,1977,Jan,1.16
197702,1977,Feb,1.4
197703,1977,Mar,0.57
197704,1977,Apr,-0.23
197705,1977,May,-0.41
197706,1977,Jun,-0.02
197707,1977,Jul,-0.09
197708,1977,Aug,-0.07
197709,1977,Sep,-0.66
197710,1977,Oct,-0.88
197711,1977,Nov,-0.45
197712,1977,Dec,-0.13
197801,1978,Jan,0.55
197802,1978,Feb,0.75
197803,1978,Mar,1.07
197804,1978,Apr,0.95
197805,1978,May,0.69
197806,1978,Jun,0.24
197807,1978,Jul,-1.64
197808,1978,Aug,-0.97
197809,1978,Sep,-0.81
197810,1978,Oct,-0.02
197811,1978,Nov,-0.07
197812,1978,Dec,-0.57
197901,1979,Jan,-0.42
197902,1979,Feb,-1.26
197903,1979,Mar,-0.65
197904,1979,Apr,-0.19
197905,1979,May,0.52
197906,1979,Jun,0.14
197907,1979,Jul,0.18
197908,1979,Aug,0.08
197909,1979,Sep,0.84
197910,1979,Oct,1.06
197911,1979,Nov,0.5
197912,1979,Dec,0.04
198001,1980,Jan,0.06
198002,1980,Feb,0.6
198003,1980,Mar,0.6
198004,1980,Apr,0.72
198005,1980,May,0.57
198006,1980,Jun,-0.78
198007,1980,Jul,-0.32
198008,1980,Aug,-0.12
198009,1980,Sep,-0.29
198010,1980,Oct,0.92
198011,1980,Nov,0.7
198012,1980,Dec,0.36
198101,1981,Jan,1.18
198102,1981,Feb,1.25
198103,1981,Mar,1.16
198104,1981,Apr,1.01
198105,1981,May,1.22
198106,1981,Jun,1.77
198107,1981,Jul,0.71
198108,1981,Aug,-0.11
198109,1981,Sep,0.34
198110,1981,Oct,-0.15
198111,1981,Nov,0.45
198112,1981,Dec,0.6
198201,1982,Jan,0.15
198202,1982,Feb,-0.1
198203,1982,Mar,-0.32
198204,1982,Apr,-0.67
198205,1982,May,-1.17
198206,1982,Jun,-0.98
198207,1982,Jul,0.09
198208,1982,Aug,-0.11
198209,1982,Sep,0.53
198210,1982,Oct,0.1
198211,1982,Nov,-0.61
198212,1982,Dec,0.12
198301,1983,Jan,0.39
198302,1983,Feb,0.92
198303,1983,Mar,1.65
198304,1983,Apr,1.2
198305,1983,May,0.95
198306,1983,Jun,1.82
198307,1983,Jul,2.41
198308,1983,Aug,1.11
198309,1983,Sep,0.34
198310,1983,Oct,0.6
198311,1983,Nov,1.15
198312,1983,Dec,1.7
198401,1984,Jan,1.43
198402,1984,Feb,1.25
198403,1984,Mar,1.55
198404,1984,Apr,0.97
198405,1984,May,0.89
198406,1984,Jun,-0.12
198407,1984,Jul,-0.39
198408,1984,Aug,0.02
198409,1984,Sep,0.14
198410,1984,Oct,0.4
198411,1984,Nov,0.5
198412,1984,Dec,0.49
198501,1985,Jan,0.9
198502,1985,Feb,0.52
198503,1985,Mar,-0.29
198504,1985,Apr,-0.51
198505,1985,May,-0.87
198506,1985,Jun,0.04
198507,1985,Jul,0.43
198508,1985,Aug,0.08
198509,1985,Sep,0.02
198510,1985,Oct,0.1
198511,1985,Nov,-0.7
198512,1985,Dec,0.28
198601,1986,Jan,1.03
198602,1986,Feb,1.48
198603,1986,Mar,1.6
198604,1986,Apr,1.09
198605,1986,May,0.73
198606,1986,Jun,0.59
198607,1986,Jul,1.04
198608,1986,Aug,-0.17
198609,1986,Sep,-0.05
198610,1986,Oct,0.9
198611,1986,Nov,1.62
198612,1986,Dec,1.66
198701,1987,Jan,1.44
198702,1987,Feb,1.44
198703,1987,Mar,1.34
198704,1987,Apr,1.39
198705,1987,May,0.84
198706,1987,Jun,0.05
198707,1987,Jul,1.35
198708,1987,Aug,1.68
198709,1987,Sep,1.42
198710,1987,Oct,0.68
198711,1987,Nov,0.88
198712,1987,Dec,0.91
198801,1988,Jan,0.28
198802,1988,Feb,0.49
198803,1988,Mar,0.52
198804,1988,Apr,0.34
198805,1988,May,0.26
198806,1988,Jun,0.11
198807,1988,Jul,-0.27
198808,1988,Aug,-0.91
198809,1988,Sep,-1.01
198810,1988,Oct,-0.45
198811,1988,Nov,-0.14
198812,1988,Dec,-0.15
198901,1989,Jan,-1.26
198902,1989,Feb,-1.43
198903,1989,Mar,-1.25
198904,1989,Apr,-0.32
198905,1989,May,-0.17
198906,1989,Jun,0.03
198907,1989,Jul,0.47
198908,1989,Aug,-0.58
198909,1989,Sep,-0.65
198910,1989,Oct,-0.57
198911,1989,Nov,-0.78
198912,1989,Dec,-0.11
199001,1990,Jan,-0.39
199002,1990,Feb,-1.24
199003,1990,Mar,-1.24
199004,1990,Apr,-0.2
199005,1990,May,-0.42
199006,1990,Jun,-0.32
199007,1990,Jul,-0.35
199008,1990,Aug,-0.45
199009,1990,Sep,-0.32
199010,1990,Oct,-1.19
199011,1990,Nov,-1.93
199012,1990,Dec,-2.23
199101,1991,Jan,-1.72
199102,1991,Feb,-1.09
199103,1991,Mar,-1.16
199104,1991,Apr,-1.63
199105,1991,May,-1.7
199106,1991,Jun,-2.36
199107,1991,Jul,-1.59
199108,1991,Aug,-0.65
199109,1991,Sep,0.22
199110,1991,Oct,0.24
199111,1991,Nov,0.43
199112,1991,Dec,-0.19
199201,1992,Jan,0.06
199202,1992,Feb,0.11
199203,1992,Mar,0.08
199204,1992,Apr,0.48
199205,1992,May,1.12
199206,1992,Jun,1.14
199207,1992,Jul,1.45
199208,1992,Aug,0.84
199209,1992,Sep,0.4
199210,1992,Oct,1.16
199211,1992,Nov,1.24
199212,1992,Dec,0.31
199301,1993,Jan,-0.28
199302,1993,Feb,0.05
199303,1993,Mar,0.23
199304,1993,Apr,0.93
199305,1993,May,1.66
199306,1993,Jun,1.96
199307,1993,Jul,1.37
199308,1993,Aug,1.79
199309,1993,Sep,1.06
199310,1993,Oct,1.24
199311,1993,Nov,1.02
199312,1993,Dec,0.65
199401,1994,Jan,0.86
199402,1994,Feb,0.4
199403,1994,Mar,0.27
199404,1994,Apr,0.52
199405,1994,May,0.46
199406,1994,Jun,-0.08
199407,1994,Jul,-1.02
199408,1994,Aug,-0.98
199409,1994,Sep,-1.54
199410,1994,Oct,-1.1
199411,1994,Nov,-2.04
199412,1994,Dec,-2.16
199501,1995,Jan,-0.87
199502,1995,Feb,0.09
199503,1995,Mar,0.36
199504,1995,Apr,0.41
199505,1995,May,0.69
199506,1995,Jun,0.85
199507,1995,Jul,0.8
199508,1995,Aug,-0.35
199509,1995,Sep,1.02
199510,1995,Oct,0.46
199511,1995,Nov,0
199512,1995,Dec,0.38
199601,1996,Jan,0.94
199602,1996,Feb,0.92
199603,1996,Mar,0.83
199604,1996,Apr,1.33
199605,1996,May,1.93
199606,1996,Jun,0.91
199607,1996,Jul,0.48
199608,1996,Aug,-0.72
199609,1996,Sep,0.03
199610,1996,Oct,0.3
199611,1996,Nov,0.36
199612,1996,Dec,0.01
199701,1997,Jan,0.42
199702,1997,Feb,0.28
199703,1997,Mar,0.41
199704,1997,Apr,0.69
199705,1997,May,1.38
199706,1997,Jun,2.33
199707,1997,Jul,1.38
199708,1997,Aug,2.08
199709,1997,Sep,1.6
199710,1997,Oct,1.72
199711,1997,Nov,1.42
199712,1997,Dec,0.97
199801,1998,Jan,1.12
199802,1998,Feb,1.51
199803,1998,Mar,1.33
199804,1998,Apr,0.05
199805,1998,May,-0.8
199806,1998,Jun,-0.7
199807,1998,Jul,-1.23
199808,1998,Aug,-0.83
199809,1998,Sep,-1.54
199810,1998,Oct,-2.23
199811,1998,Nov,-1.04
199812,1998,Dec,-1.05
199901,1999,Jan,-0.64
199902,1999,Feb,-0.94
199903,1999,Mar,-1.09
199904,1999,Apr,-1.76
199905,1999,May,-2.2
199906,1999,Jun,-2.34
199907,1999,Jul,-1.94
199908,1999,Aug,-1.84
199909,1999,Sep,-2.23
199910,1999,Oct,-2.49
199911,1999,Nov,-2.15
199912,1999,Dec,-1.77
200001,2000,Jan,-2.13
200002,2000,Feb,-1.22
200003,2000,Mar,-0.65
200004,2000,Apr,-0.64
200005,2000,May,-0.86
200006,2000,Jun,-0.66
200007,2000,Jul,-1.45
200008,2000,Aug,-1.74
200009,2000,Sep,-1.55
200010,2000,Oct,-1.67
200011,2000,Nov,-1.06
200012,2000,Dec,0.06
200101,2001,Jan,0.64
200102,2001,Feb,0.05
200103,2001,Mar,-0.3
200104,2001,Apr,-1.23
200105,2001,May,-1.1
200106,2001,Jun,-1.28
200107,2001,Jul,-2.31
200108,2001,Aug,-1.86
200109,2001,Sep,-2.13
200110,2001,Oct,-1.87
200111,2001,Nov,-1.17
200112,2001,Dec,-0.99
200201,2002,Jan,-0.34
200202,2002,Feb,-1.29
200203,2002,Mar,-1.13
200204,2002,Apr,-1.23
200205,2002,May,-1.57
200206,2002,Jun,-1.27
200207,2002,Jul,-0.97
200208,2002,Aug,-0.15
200209,2002,Sep,-0.38
200210,2002,Oct,-0.25
200211,2002,Nov,1.04
200212,2002,Dec,1.63
200301,2003,Jan,1.58
200302,2003,Feb,1.32
200303,2003,Mar,1.08
200304,2003,Apr,0.32
200305,2003,May,0.06
200306,2003,Jun,-0.51
200307,2003,Jul,0.11
200308,2003,Aug,0.4
200309,2003,Sep,-0.46
200310,2003,Oct,0.54
200311,2003,Nov,-0.19
200312,2003,Dec,-0.41
200401,2004,Jan,-0.42
200402,2004,Feb,-0.11
200403,2004,Mar,-0.13
200404,2004,Apr,-0.2
200405,2004,May,0.23
200406,2004,Jun,-0.49
200407,2004,Jul,-0.24
200408,2004,Aug,0.02
200409,2004,Sep,-0.17
200410,2004,Oct,-0.76
200411,2004,Nov,-1.24
200412,2004,Dec,-0.74
200501,2005,Jan,-0.13
200502,2005,Feb,0.17
200503,2005,Mar,0.69
200504,2005,Apr,0.21
200505,2005,May,1.06
200506,2005,Jun,0.56
200507,2005,Jul,-0.2
200508,2005,Aug,-0.61
200509,2005,Sep,-1.11
200510,2005,Oct,-2.05
200511,2005,Nov,-1.84
200512,2005,Dec,-0.1
200601,2006,Jan,0.54
200602,2006,Feb,0.38
200603,2006,Mar,-0.72
200604,2006,Apr,-0.55
200605,2006,May,-0.45
200606,2006,Jun,-0.04
200607,2006,Jul,0.12
200608,2006,Aug,-1.13
200609,2006,Sep,-1.75
200610,2006,Oct,-0.6
200611,2006,Nov,-0.83
200612,2006,Dec,-0.54
200701,2007,Jan,-0.63
200702,2007,Feb,-0.63
200703,2007,Mar,-1.05
200704,2007,Apr,-0.56
200705,2007,May,-0.53
200706,2007,Jun,-0.37
200707,2007,Jul,0.16
200708,2007,Aug,-0.15
200709,2007,Sep,-1.04
200710,2007,Oct,-2.24
200711,2007,Nov,-1.38
200712,2007,Dec,-0.92
200801,2008,Jan,-1.47
200802,2008,Feb,-1.33
200803,2008,Mar,-1.26
200804,2008,Apr,-2
200805,2008,May,-1.93
200806,2008,Jun,-2.11
200807,2008,Jul,-2.17
200808,2008,Aug,-2
200809,2008,Sep,-2.02
200810,2008,Oct,-1.8
200811,2008,Nov,-1.57
200812,2008,Dec,-1.31
200901,2009,Jan,-1.7
200902,2009,Feb,-1.76
200903,2009,Mar,-2.03
200904,2009,Apr,-2.28
200905,2009,May,-1.45
200906,2009,Jun,-0.85
200907,2009,Jul,-0.88
200908,2009,Aug,-0.5
200909,2009,Sep,0.19
200910,2009,Oct,-0.23
200911,2009,Nov,-1.01
200912,2009,Dec,-0.51
201001,2010,Jan,0.06
201002,2010,Feb,0.16
201003,2010,Mar,-0.21
201004,2010,Apr,-0.28
201005,2010,May,-0.36
201006,2010,Jun,-0.94
201007,2010,Jul,-2.16
201008,2010,Aug,-2.44
201009,2010,Sep,-2.44
201010,2010,Oct,-1.6
201011,2010,Nov,-1.58
201012,2010,Dec,-1.99
201101,2011,Jan,-1.73
201102,2011,Feb,-1.45
201103,2011,Mar,-1.29
201104,2011,Apr,-1.26
201105,2011,May,-0.97
201106,2011,Jun,-1.32
201107,2011,Jul,-2.49
201108,2011,Aug,-2.59
201109,2011,Sep,-2.63
201110,2011,Oct,-1.95
201111,2011,Nov,-2.96
201112,2011,Dec,-2.32
201201,2012,Jan,-1.72
201202,2012,Feb,-1.27
201203,2012,Mar,-1.62
201204,2012,Apr,-0.94
201205,2012,May,-2.01
201206,2012,Jun,-1.43
201207,2012,Jul,-2.34
201208,2012,Aug,-2.51
201209,2012,Sep,-3.05
201210,2012,Oct,-1.22
201211,2012,Nov,-0.59
201212,2012,Dec,-1.25
201301,2013,Jan,-0.94
201302,2013,Feb,-1.32
201303,2013,Mar,-1.19
201304,2013,Apr,-0.63
201305,2013,May,-0.42
201306,2013,Jun,-1.26
201307,2013,Jul,-1.77
201308,2013,Aug,-1.79
201309,2013,Sep,-1.1
201310,2013,Oct,-1.9
201311,2013,Nov,-1.18
201312,2013,Dec,-1.15
201401,2014,Jan,-0.6
201402,2014,Feb,-0.42
201403,2014,Mar,0.29
201404,2014,Apr,0.41
201405,2014,May,1.07
201406,2014,Jun,-0.33
201407,2014,Jul,0.13
201408,2014,Aug,-0.06
201409,2014,Sep,0.54
201410,2014,Oct,1.33
201411,2014,Nov,1.34
201412,2014,Dec,1.93
201501,2015,Jan,1.69
201502,2015,Feb,1.74
201503,2015,Mar,1.48
201504,2015,Apr,0.89
201505,2015,May,0.29
201506,2015,Jun,0.63
201507,2015,Jul,1.2
201508,2015,Aug,0.67
201509,2015,Sep,0.82
201510,2015,Oct,0.74
201511,2015,Nov,0.13
201512,2015,Dec,0.52
201601,2016,Jan,0.81
201602,2016,Feb,1.25
201603,2016,Mar,1.55
201604,2016,Apr,1.62
201605,2016,May,1.44
201606,2016,Jun,0.79
201607,2016,Jul,0.16
201608,2016,Aug,-0.87
201609,2016,Sep,-1.06
201610,2016,Oct,-0.68
201611,2016,Nov,0.84
201612,2016,Dec,0.54
201701,2017,Jan,0.13
201702,2017,Feb,0.07
201703,2017,Mar,0.14
201704,2017,Apr,0.55
201705,2017,May,0.27
201706,2017,Jun,0.18
201707,2017,Jul,-0.49
201708,2017,Aug,-0.64
201709,2017,Sep,-0.26
201710,2017,Oct,-0.62
201711,2017,Nov,-0.45
201712,2017,Dec,-0.12
201801,2018,Jan,0.33
201802,2018,Feb,-0.15
201803,2018,Mar,-0.62
201804,2018,Apr,-0.88
201805,2018,May,-0.69
201806,2018,Jun,-0.85
201807,2018,Jul,-0.1
201808,2018,Aug,-0.44
201809,2018,Sep,-0.46
201810,2018,Oct,-0.75
201811,2018,Nov,-0.78
201812,2018,Dec,-0.09
